Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Sh,SoT,Fls,Fld,Off,Crs,Int,TklW,OG,SoT%,G/Sh,G/SoT,PPM,+/-90,On-Off,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Primary_Position,Secondary_Position,Is_Multi_Position,Position_Group,Eligible_450,Eligible_900,Eligible_1350,Gls_per90,Ast_per90,G+A_per90,G-PK_per90,PK_per90,PKatt_per90,CrdY_per90,CrdR_per90,Sh_per90,SoT_per90,Fls_per90,Fld_per90,Off_per90,Crs_per90,Int_per90,TklW_per90,OG_per90
Antoine Bernede,fr FRA,MF,Hellas Verona,it Serie A,26.0,1999.0,32,29,2301,25.6,1,2,3,1,0,0,2,0,21,4,55,20,1,25,16,39,0,19.0,0.05,0.25,0.56,-0.78,0.5,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.03911342894393742,0.07822685788787484,0.11734028683181225,0.03911342894393742,0.0,0.0,0.07822685788787484,0.0,0.8213820078226858,0.15645371577574968,2.1512385919165578,0.7822685788787483,0.03911342894393742,0.9778357235984354,0.6258148631029987,1.5254237288135593,0.0
Nicolò Bertola,it ITA,"DF,MF",Udinese,it Serie A,22.0,2003.0,28,18,1763,19.6,0,1,1,0,0,0,3,0,13,4,19,12,1,8,24,21,0,30.8,0.0,0.0,1.46,-0.05,0.06,,,,,,,,,,,,,,,DF,MF,True,Defender,True,True,True,0.0,0.05104934770277936,0.05104934770277936,0.0,0.0,0.0,0.15314804310833807,0.0,0.6636415201361315,0.20419739081111743,0.9699376063528078,0.6125921724333523,0.05104934770277936,0.40839478162223486,1.2251843448667046,1.0720363017583665,0.0
Jan-Niklas Beste,de GER,MF,Freiburg,de Bundesliga,26.0,1999.0,28,20,1704,18.9,2,2,4,2,0,0,5,0,24,14,17,36,5,106,17,24,0,58.3,0.08,0.14,1.54,0.42,1.35,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.1056338028169014,0.1056338028169014,0.2112676056338028,0.1056338028169014,0.0,0.0,0.2640845070422535,0.0,1.267605633802817,0.7394366197183099,0.897887323943662,1.9014084507042253,0.2640845070422535,5.598591549295775,0.897887323943662,1.267605633802817,0.0
Beto,gw GNB,FW,Everton,eng Premier League,27.0,1998.0,37,17,1568,17.4,9,1,10,9,0,0,3,0,43,17,32,12,9,2,1,5,0,39.5,0.21,0.53,1.32,0.34,0.78,,,,,,,,,,,,,,,FW,,False,Forward,True,True,True,0.5165816326530612,0.057397959183673464,0.5739795918367347,0.5165816326530612,0.0,0.0,0.1721938775510204,0.0,2.4681122448979593,0.9757653061224489,1.8367346938775508,0.6887755102040816,0.5165816326530612,0.11479591836734693,0.057397959183673464,0.2869897959183674,0.0
Sam Beukema,nl NED,DF,Napoli,it Serie A,26.0,1998.0,24,18,1681,18.7,2,0,2,2,0,0,2,0,8,4,19,5,1,6,14,17,0,50.0,0.25,0.5,2.04,0.54,-0.09,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.10707911957168352,0.0,0.10707911957168352,0.10707911957168352,0.0,0.0,0.10707911957168352,0.0,0.4283164782867341,0.21415823914336704,1.0172516359309935,0.2676977989292088,0.05353955978584176,0.32123735871505055,0.7495538370017846,0.9101725163593098,0.0
Matteo Bianchetti,it ITA,DF,Cremonese,it Serie A,32.0,1993.0,27,25,2192,24.4,0,2,2,0,0,0,4,0,7,1,28,15,0,6,19,30,0,14.3,0.0,0.0,1.15,-0.37,0.8,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.08211678832116788,0.08211678832116788,0.0,0.0,0.0,0.16423357664233576,0.0,0.2874087591240876,0.04105839416058394,1.1496350364963503,0.6158759124087592,0.0,0.24635036496350365,0.7801094890510949,1.2317518248175183,0.0
Mika Biereth,dk DEN,FW,Monaco,fr Ligue 1,22.0,2003.0,32,12,1074,11.9,2,2,4,2,0,0,0,0,19,7,16,14,9,9,0,7,0,36.8,0.11,0.29,1.56,-0.34,-0.79,,,,,,,,,,,,,,,FW,,False,Forward,True,True,False,0.16759776536312848,0.16759776536312848,0.33519553072625696,0.16759776536312848,0.0,0.0,0.0,0.0,1.5921787709497206,0.5865921787709497,1.3407821229050279,1.1731843575418994,0.7541899441340782,0.7541899441340782,0.0,0.5865921787709497,0.0
Pedro Bigas,es ESP,DF,Elche,es La Liga,34.0,1990.0,28,25,2063,22.9,1,3,4,1,0,0,5,1,10,3,24,19,0,26,30,22,0,30.0,0.1,0.33,1.29,0.0,0.53,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.043625787687833255,0.13087736306349976,0.17450315075133302,0.043625787687833255,0.0,0.0,0.21812893843916625,0.043625787687833255,0.4362578768783325,0.13087736306349976,1.047018904507998,0.8288899660688318,0.0,1.1342704798836645,1.3087736306349977,0.9597673291323315,0.0
Jaka Bijol,si SVN,DF,Leeds United,eng Premier League,26.0,1999.0,25,21,1890,21.0,1,2,3,1,0,0,4,0,15,6,19,10,0,1,22,13,0,40.0,0.07,0.17,1.28,0.14,0.73,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.04761904761904762,0.09523809523809525,0.14285714285714285,0.04761904761904762,0.0,0.0,0.1904761904761905,0.0,0.7142857142857142,0.2857142857142857,0.9047619047619048,0.47619047619047616,0.0,0.04761904761904762,1.0476190476190477,0.6190476190476191,0.0
Tom Bischof,de GER,"DF,MF",Bayern Munich,de Bundesliga,20.0,2005.0,26,14,1302,14.5,3,3,6,3,0,0,2,0,30,9,15,9,1,26,15,18,0,30.0,0.1,0.33,2.65,2.76,0.41,,,,,,,,,,,,,,,DF,MF,True,Defender,True,True,False,0.2073732718894009,0.2073732718894009,0.4147465437788018,0.2073732718894009,0.0,0.0,0.1382488479262673,0.0,2.0737327188940093,0.6221198156682028,1.0368663594470047,0.6221198156682028,0.06912442396313365,1.7972350230414746,1.0368663594470047,1.2442396313364057,0.0
Antonio Blanco,es ESP,MF,Alavés,es La Liga,25.0,2000.0,36,36,3110,34.6,2,3,5,2,0,0,9,0,40,13,71,43,2,30,51,49,0,32.5,0.05,0.15,1.08,-0.46,-1.62,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.057877813504823156,0.08681672025723472,0.14469453376205788,0.057877813504823156,0.0,0.0,0.2604501607717042,0.0,1.157556270096463,0.3762057877813505,2.054662379421222,1.2443729903536977,0.057877813504823156,0.8681672025723474,1.4758842443729905,1.4180064308681672,0.0
Ludovic Blas,fr FRA,"MF,FW",Rennes,fr Ligue 1,27.0,1997.0,32,15,1546,17.2,5,4,9,3,2,2,1,0,47,14,24,27,5,93,15,10,0,29.8,0.06,0.21,1.78,-0.17,-0.89,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,True,0.2910737386804657,0.2328589909443726,0.5239327296248383,0.17464424320827943,0.1164294954721863,0.1164294954721863,0.05821474773609315,0.0,2.736093143596378,0.815006468305304,1.3971539456662354,1.571798188874515,0.2910737386804657,5.4139715394566625,0.8732212160413971,0.5821474773609314,0.0
Daley Blind,nl NED,DF,Girona,es La Liga,35.0,1990.0,31,30,2606,29.0,0,0,0,0,0,0,1,0,5,1,19,20,0,13,38,34,0,20.0,0.0,0.0,1.13,-0.52,-0.41,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.03453568687643899,0.0,0.17267843438219493,0.03453568687643899,0.6561780506523407,0.6907137375287797,0.0,0.44896392939370683,1.3123561013046814,1.1742133537989254,0.0
Lamare Bogarde,nl NED,"MF,DF",Aston Villa,eng Premier League,21.0,2004.0,28,11,1053,11.7,0,0,0,0,0,0,5,0,0,0,17,20,0,2,4,19,0,,,,1.61,-0.09,-0.39,,,,,,,,,,,,,,,MF,DF,True,Midfielder,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.42735042735042733,0.0,0.0,0.0,1.4529914529914532,1.7094017094017093,0.0,0.17094017094017094,0.3418803418803419,1.6239316239316237,0.0
Jayden Bogle,eng ENG,"MF,DF",Leeds United,eng Premier League,25.0,2000.0,34,32,2793,31.0,1,2,3,1,0,0,6,0,18,4,39,29,10,67,30,43,0,22.2,0.06,0.25,1.24,-0.19,-0.05,,,,,,,,,,,,,,,MF,DF,True,Midfielder,True,True,True,0.0322234156820623,0.0644468313641246,0.09667024704618689,0.0322234156820623,0.0,0.0,0.19334049409237378,0.0,0.5800214822771214,0.1288936627282492,1.2567132116004298,0.9344790547798068,0.322234156820623,2.158968850698174,0.966702470461869,1.385606874328679,0.0
Federico Bonazzoli,it ITA,FW,Cremonese,it Serie A,28.0,1997.0,35,31,2510,27.9,10,1,11,7,3,3,4,0,75,32,26,80,4,26,12,16,0,42.7,0.09,0.22,0.83,-0.79,-0.49,,,,,,,,,,,,,,,FW,,False,Forward,True,True,True,0.35856573705179284,0.035856573705179286,0.39442231075697215,0.250996015936255,0.10756972111553784,0.10756972111553784,0.14342629482071714,0.0,2.6892430278884465,1.1474103585657371,0.9322709163346614,2.8685258964143427,0.14342629482071714,0.9322709163346614,0.43027888446215135,0.5737051792828686,0.0
Warren Bondo,fr FRA,MF,Cremonese,it Serie A,21.0,2003.0,27,22,1762,19.6,0,0,0,0,0,0,5,0,8,2,39,33,0,3,9,16,0,25.0,0.0,0.0,0.85,-0.72,-0.12,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.25539160045402953,0.0,0.4086265607264472,0.1021566401816118,1.9920544835414302,1.6855845629965946,0.0,0.1532349602724177,0.45970488081725314,0.8172531214528944,0.0
Rahim Bonkano,ne NIG,DF,Oviedo,es La Liga,23.0,2002.0,27,18,1713,19.0,0,0,0,0,0,0,2,0,3,0,10,8,9,68,29,19,0,0.0,0.0,,0.78,-1.21,-0.63,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.10507880910683012,0.0,0.1576182136602452,0.0,0.5253940455341506,0.4203152364273205,0.47285464098073554,3.5726795096322244,1.5236427320490369,0.9982486865148862,0.0
Ange-Yoan Bonny,fr FRA,FW,Inter,it Serie A,21.0,2003.0,33,10,1142,12.7,5,4,9,5,0,0,1,0,22,9,17,24,9,6,1,9,0,40.9,0.23,0.56,2.18,1.89,0.71,,,,,,,,,,,,,,,FW,,False,Forward,True,True,False,0.39404553415061294,0.3152364273204904,0.7092819614711033,0.39404553415061294,0.0,0.0,0.0788091068301226,0.0,1.733800350262697,0.7092819614711033,1.339754816112084,1.8914185639229422,0.7092819614711033,0.47285464098073554,0.0788091068301226,0.7092819614711033,0.0
Gennaro Borrelli,it ITA,FW,Cagliari,it Serie A,25.0,2000.0,27,13,1275,14.2,5,1,6,5,0,0,4,0,30,12,43,49,5,2,3,6,0,40.0,0.17,0.42,1.26,-0.56,-0.35,,,,,,,,,,,,,,,FW,,False,Forward,True,True,False,0.3529411764705882,0.07058823529411765,0.4235294117647058,0.3529411764705882,0.0,0.0,0.2823529411764706,0.0,2.1176470588235294,0.8470588235294116,3.0352941176470587,3.4588235294117644,0.3529411764705882,0.1411764705882353,0.2117647058823529,0.4235294117647058,0.0
Sven Botman,nl NED,DF,Newcastle United,eng Premier League,25.0,2000.0,25,21,1835,20.4,1,1,2,1,0,0,2,0,15,4,13,19,1,2,25,14,1,26.7,0.07,0.25,1.36,-0.1,-0.1,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.04904632152588556,0.04904632152588556,0.09809264305177112,0.04904632152588556,0.0,0.0,0.09809264305177112,0.0,0.7356948228882834,0.19618528610354224,0.6376021798365122,0.9318801089918256,0.04904632152588556,0.09809264305177112,1.2261580381471389,0.6866485013623979,0.04904632152588556
Ayyoub Bouaddi,fr FRA,MF,Lille,fr Ligue 1,17.0,2007.0,30,28,2321,25.8,0,1,1,0,0,0,7,1,16,5,37,24,0,20,27,40,0,31.3,0.0,0.0,1.63,0.12,-1.35,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.0,0.03877638948728996,0.03877638948728996,0.0,0.0,0.0,0.2714347264110297,0.03877638948728996,0.6204222317966394,0.1938819474364498,1.4347264110297284,0.9306333476949591,0.0,0.7755277897457992,1.046962516156829,1.5510555794915983,0.0
Hicham Boudaoui,dz ALG,MF,Nice,fr Ligue 1,25.0,1999.0,25,18,1694,18.8,1,2,3,1,0,0,5,0,21,9,19,40,2,19,18,16,0,42.9,0.05,0.11,0.92,-0.69,-0.03,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.053128689492325853,0.10625737898465171,0.15938606847697756,0.053128689492325853,0.0,0.0,0.26564344746162927,0.0,1.115702479338843,0.47815820543093274,1.009445100354191,2.125147579693034,0.10625737898465171,1.009445100354191,0.9563164108618655,0.8500590318772137,0.0
Sofiane Boufal,ma MAR,"MF,FW",Le Havre,fr Ligue 1,31.0,1993.0,17,13,1019,11.3,1,4,5,1,0,1,2,0,19,4,24,32,6,59,3,17,0,21.1,0.05,0.25,1.0,-0.53,-0.27,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,False,0.08832188420019627,0.35328753680078506,0.4416094210009814,0.08832188420019627,0.0,0.08832188420019627,0.17664376840039253,0.0,1.6781157998037293,0.35328753680078506,2.1197252208047104,2.8263002944062805,0.5299313052011776,5.21099116781158,0.2649656526005888,1.5014720314033365,0.0
Jarrod Bowen,eng ENG,"MF,FW",West Ham United,eng Premier League,28.0,1996.0,38,38,3403,37.8,9,11,20,8,1,1,4,0,79,28,19,49,17,148,27,28,0,35.4,0.1,0.29,1.03,-0.48,4.82,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,True,0.23802527181898323,0.2909197766676462,0.5289450484866294,0.2115780193946518,0.026447252424331474,0.026447252424331474,0.1057890096973259,0.0,2.089332941522186,0.7405230678812813,0.5024977960622979,1.2959153687922422,0.449603291213635,3.9141933588010582,0.7140758154569496,0.7405230678812813,0.0
Kieron Bowie,sct SCO,FW,Hellas Verona,it Serie A,22.0,2002.0,14,14,1200,13.3,4,0,4,4,0,0,1,0,33,11,34,27,3,6,0,3,0,33.3,0.12,0.36,0.5,-0.82,0.19,,,,,,,,,,,,,,,FW,,False,Forward,True,True,False,0.30000000000000004,0.0,0.30000000000000004,0.30000000000000004,0.0,0.0,0.07500000000000001,0.0,2.475,0.825,2.55,2.025,0.225,0.45,0.0,0.225,0.0
Lucas Boyé,ar ARG,FW,Alavés,es La Liga,29.0,1996.0,29,22,1958,21.8,11,1,12,8,3,3,4,1,63,21,58,39,10,10,7,25,0,33.3,0.13,0.38,1.21,-0.32,-0.01,,,,,,,,,,,,,,,FW,,False,Forward,True,True,True,0.5056179775280899,0.04596527068437181,0.5515832482124616,0.3677221654749745,0.1378958120531154,0.1378958120531154,0.18386108273748725,0.04596527068437181,2.895812053115424,0.9652706843718081,2.665985699693565,1.7926455566905006,0.45965270684371806,0.45965270684371806,0.32175689479060265,1.1491317671092953,0.0
Enzo Boyomo,cm CMR,DF,Osasuna,es La Liga,23.0,2001.0,30,29,2542,28.2,1,2,3,1,0,0,7,0,11,4,33,5,0,10,17,36,0,36.4,0.09,0.25,1.07,-0.25,-0.35,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.03540519276160504,0.07081038552321008,0.10621557828481511,0.03540519276160504,0.0,0.0,0.24783634933123525,0.0,0.38945712037765545,0.14162077104642015,1.168371361132966,0.17702596380802518,0.0,0.35405192761605037,0.6018882769472856,1.2745869394177813,0.0
Domagoj Bradarić,hr CRO,MF,Hellas Verona,it Serie A,25.0,1999.0,29,23,1966,21.8,0,1,1,0,0,0,2,0,13,6,8,10,2,108,9,20,0,46.2,0.0,0.0,0.45,-1.01,-0.14,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.0,0.04577822990844354,0.04577822990844354,0.0,0.0,0.0,0.09155645981688708,0.0,0.595116988809766,0.2746693794506612,0.3662258392675483,0.4577822990844354,0.09155645981688708,4.944048830111902,0.41200406917599186,0.9155645981688708,0.0
Conor Bradley,nir NIR,DF,Liverpool,eng Premier League,22.0,2003.0,15,12,929,10.3,0,1,1,0,0,0,5,0,6,0,18,20,1,23,12,15,0,0.0,0.0,,1.47,-0.19,-0.63,,,,,,,,,,,,,,,DF,,False,Defender,True,True,False,0.0,0.0968783638320775,0.0968783638320775,0.0,0.0,0.0,0.48439181916038754,0.0,0.581270182992465,0.0,1.743810548977395,1.9375672766415502,0.0968783638320775,2.2282023681377825,1.16254036598493,1.4531754574811624,0.0
Julian Brandt,de GER,"MF,FW",Dortmund,de Bundesliga,29.0,1996.0,29,17,1606,17.8,7,4,11,7,0,0,0,0,38,18,8,5,7,25,5,8,0,47.4,0.18,0.39,2.14,1.34,0.6,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,True,0.39227895392278955,0.22415940224159403,0.6164383561643836,0.39227895392278955,0.0,0.0,0.0,0.0,2.1295143212951433,1.0087173100871731,0.44831880448318806,0.28019925280199254,0.39227895392278955,1.4009962640099627,0.28019925280199254,0.44831880448318806,0.0
Lilian Brassier,fr FRA,DF,Rennes,fr Ligue 1,25.0,1999.0,27,25,2250,25.0,0,1,1,0,0,0,2,0,11,2,27,21,0,23,38,13,0,18.2,0.0,0.0,1.78,0.48,0.81,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.04,0.04,0.0,0.0,0.0,0.08,0.0,0.44,0.08,1.08,0.8400000000000001,0.0,0.92,1.5199999999999998,0.52,0.0
Gleison Bremer,br BRA,DF,Juventus,it Serie A,28.0,1997.0,26,25,2171,24.1,4,3,7,4,0,0,5,0,23,9,21,10,0,1,30,14,0,39.1,0.17,0.44,2.12,1.08,1.01,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.16582220175034545,0.1243666513127591,0.29018885306310455,0.16582220175034545,0.0,0.0,0.20727775218793182,0.0,0.9534776600644863,0.37309995393827733,0.8705665591893137,0.41455550437586364,0.0,0.041455550437586364,1.243666513127591,0.5803777061262091,0.0
Abel Bretones,es ESP,"MF,DF",Osasuna,es La Liga,24.0,2000.0,28,17,1624,18.0,1,2,3,1,0,0,5,1,11,3,16,19,1,34,16,12,0,27.3,0.09,0.33,1.18,-0.17,-0.02,,,,,,,,,,,,,,,MF,DF,True,Midfielder,True,True,True,0.05541871921182266,0.11083743842364532,0.16625615763546797,0.05541871921182266,0.0,0.0,0.2770935960591133,0.05541871921182266,0.6096059113300493,0.16625615763546797,0.8866995073891626,1.0529556650246306,0.05541871921182266,1.8842364532019704,0.8866995073891626,0.6650246305418719,0.0
Sascha Britschgi,ch SUI,"MF,DF",Parma,it Serie A,18.0,2006.0,29,22,2095,23.3,0,2,2,0,0,0,7,1,13,3,18,23,0,48,8,18,0,23.1,0.0,0.0,1.31,-0.39,0.22,,,,,,,,,,,,,,,MF,DF,True,Midfielder,True,True,True,0.0,0.08591885441527447,0.08591885441527447,0.0,0.0,0.0,0.3007159904534606,0.042959427207637235,0.558472553699284,0.1288782816229117,0.7732696897374702,0.9880668257756563,0.0,2.0620525059665873,0.3436754176610979,0.7732696897374702,0.0
Brian Brobbey,nl NED,FW,Sunderland,eng Premier League,23.0,2002.0,31,22,1927,21.4,7,1,8,7,0,0,6,0,36,18,33,37,8,2,0,2,0,50.0,0.19,0.39,1.29,-0.47,-0.71,,,,,,,,,,,,,,,FW,,False,Forward,True,True,True,0.3269330565646082,0.046704722366372596,0.37363777893098077,0.3269330565646082,0.0,0.0,0.2802283341982356,0.0,1.6813700051894136,0.8406850025947068,1.5412558380902956,1.7280747275557862,0.37363777893098077,0.09340944473274519,0.0,0.09340944473274519,0.0
David Brooks,wls WAL,MF,Bournemouth,eng Premier League,28.0,1997.0,31,13,1204,13.4,1,3,4,1,0,0,7,0,48,13,11,13,2,59,4,13,0,27.1,0.02,0.08,1.52,0.07,-0.05,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,False,0.07475083056478406,0.22425249169435216,0.29900332225913623,0.07475083056478406,0.0,0.0,0.5232558139534884,0.0,3.5880398671096345,0.9717607973421927,0.8222591362126247,0.9717607973421927,0.14950166112956811,4.410299003322259,0.29900332225913623,0.9717607973421927,0.0
Nathaniel Brown,de GER,"MF,DF",Eintracht Frankfurt,de Bundesliga,22.0,2003.0,33,29,2656,29.5,4,4,8,4,0,0,3,0,18,9,27,33,1,45,25,57,0,50.0,0.22,0.44,1.33,-0.1,0.12,,,,,,,,,,,,,,,MF,DF,True,Midfielder,True,True,True,0.13554216867469882,0.13554216867469882,0.27108433734939763,0.13554216867469882,0.0,0.0,0.1016566265060241,0.0,0.6099397590361446,0.3049698795180723,0.9149096385542168,1.118222891566265,0.033885542168674704,1.5248493975903614,0.8471385542168676,1.9314759036144578,0.0
Brugui,es ESP,"MF,FW",Levante,es La Liga,28.0,1996.0,19,10,1005,11.2,1,1,2,1,0,0,1,1,28,9,11,8,6,11,4,6,0,32.1,0.04,0.11,0.95,-0.72,-0.49,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,False,0.08955223880597014,0.08955223880597014,0.1791044776119403,0.08955223880597014,0.0,0.0,0.08955223880597014,0.08955223880597014,2.5074626865671643,0.8059701492537313,0.9850746268656717,0.7164179104477612,0.5373134328358209,0.9850746268656717,0.3582089552238806,0.5373134328358209,0.0
Jacob Bruun Larsen,dk DEN,"MF,FW",Burnley,eng Premier League,26.0,1998.0,28,10,1030,11.4,0,1,1,0,0,0,0,0,17,4,1,0,4,42,6,3,0,23.5,0.0,0.0,0.61,-1.49,-0.73,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,False,0.0,0.08737864077669903,0.08737864077669903,0.0,0.0,0.0,0.0,0.0,1.4854368932038837,0.34951456310679613,0.08737864077669903,0.0,0.34951456310679613,3.6699029126213594,0.5242718446601942,0.2621359223300971,0.0
Tajon Buchanan,ca CAN,MF,Villarreal,es La Liga,26.0,1999.0,34,21,1819,20.2,7,1,8,7,0,0,8,0,27,11,18,36,8,33,22,19,0,40.7,0.26,0.64,1.76,0.84,0.34,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.34634414513468936,0.049477735019241346,0.39582188015393077,0.34634414513468936,0.0,0.0,0.39582188015393077,0.0,1.3358988455195162,0.5442550852116547,0.8905992303463441,1.7811984606926883,0.39582188015393077,1.6327652556349643,1.0885101704233093,0.9400769653655855,0.0
Ante Budimir,hr CRO,FW,Osasuna,es La Liga,34.0,1991.0,37,35,2938,32.6,17,0,17,11,6,8,3,0,103,41,52,36,22,4,6,16,0,39.8,0.11,0.27,1.14,-0.12,0.25,,,,,,,,,,,,,,,FW,,False,Forward,True,True,True,0.5207624234172906,0.0,0.5207624234172906,0.3369639210347175,0.18379850238257317,0.2450646698434309,0.09189925119128659,0.0,3.1552076242341727,1.2559564329475834,1.592920353982301,1.1027910142954391,0.673927842069435,0.12253233492171545,0.18379850238257317,0.4901293396868618,0.0
Emi Buendía,ar ARG,MF,Aston Villa,eng Premier League,28.0,1996.0,36,21,1755,19.5,6,2,8,6,0,0,6,0,49,13,41,45,1,10,13,27,0,26.5,0.12,0.46,1.78,-0.15,-0.69,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.3076923076923077,0.10256410256410256,0.41025641025641024,0.3076923076923077,0.0,0.0,0.3076923076923077,0.0,2.5128205128205128,0.6666666666666667,2.1025641025641026,2.3076923076923075,0.05128205128205128,0.5128205128205129,0.6666666666666667,1.3846153846153846,0.0
Hugo Bueno,es ESP,"MF,DF",Wolves,eng Premier League,22.0,2002.0,35,26,2366,26.3,1,2,3,1,0,0,3,0,16,6,17,24,3,166,33,35,0,37.5,0.06,0.17,0.57,-0.91,0.54,,,,,,,,,,,,,,,MF,DF,True,Midfielder,True,True,True,0.03803888419273035,0.0760777683854607,0.11411665257819104,0.03803888419273035,0.0,0.0,0.11411665257819104,0.0,0.6086221470836856,0.22823330515638207,0.6466610312764158,0.9129332206255283,0.11411665257819104,6.314454775993237,1.2552831783601015,1.331360946745562,0.0
Santiago Bueno,uy URU,DF,Wolves,eng Premier League,26.0,1998.0,29,28,2553,28.4,3,1,4,3,0,0,4,0,10,7,29,11,2,6,27,30,0,70.0,0.3,0.43,0.66,-0.85,0.92,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.10575793184488837,0.03525264394829612,0.1410105757931845,0.10575793184488837,0.0,0.0,0.1410105757931845,0.0,0.35252643948296125,0.24676850763807287,1.0223266745005877,0.38777908343125733,0.07050528789659224,0.21151586368977673,0.9518213866039954,1.0575793184488838,0.0
Adam Buksa,pl POL,FW,Udinese,it Serie A,29.0,1996.0,25,6,922,10.2,3,0,3,3,0,0,3,0,12,6,24,15,3,1,3,8,0,50.0,0.25,0.5,1.24,-0.29,-0.29,,,,,,,,,,,,,,,FW,,False,Forward,True,True,False,0.2928416485900217,0.0,0.2928416485900217,0.2928416485900217,0.0,0.0,0.2928416485900217,0.0,1.1713665943600868,0.5856832971800434,2.3427331887201737,1.4642082429501084,0.2928416485900217,0.09761388286334056,0.2928416485900217,0.7809110629067245,0.0
Marius Bülter,de GER,"FW,MF",Köln,de Bundesliga,32.0,1993.0,32,18,1597,17.7,5,4,9,5,0,0,3,0,42,17,17,25,6,62,8,5,0,40.5,0.12,0.29,0.91,0.06,0.98,,,,,,,,,,,,,,,FW,MF,True,Forward,True,True,True,0.28177833437695676,0.22542266750156542,0.5072010018785222,0.28177833437695676,0.0,0.0,0.16906700062617408,0.0,2.366938008766437,0.9580463368816531,0.9580463368816531,1.408891671884784,0.33813400125234816,3.494051346274264,0.45084533500313084,0.28177833437695676,0.0
Alessandro Buongiorno,it ITA,DF,Napoli,it Serie A,26.0,1999.0,33,28,2521,28.0,0,1,1,0,0,0,3,0,8,3,50,26,1,6,40,22,0,37.5,0.0,0.0,2.0,0.46,-0.44,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.03570011900039667,0.03570011900039667,0.0,0.0,0.0,0.10710035700119,0.0,0.28560095200317337,0.10710035700119,1.7850059500198334,0.9282030940103133,0.03570011900039667,0.21420071400238,1.4280047600158665,0.7854026180087268,0.0
Wouter Burger,nl NED,MF,Hoffenheim,de Bundesliga,24.0,2001.0,30,30,2430,27.0,4,5,9,4,0,0,7,1,36,13,57,12,1,89,19,42,0,36.1,0.11,0.31,1.9,0.63,1.2,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.14814814814814814,0.1851851851851852,0.33333333333333337,0.14814814814814814,0.0,0.0,0.2592592592592593,0.037037037037037035,1.3333333333333335,0.4814814814814815,2.111111111111111,0.4444444444444444,0.037037037037037035,3.2962962962962963,0.7037037037037037,1.5555555555555554,0.0
Jonathan Burkardt,de GER,FW,Eintracht Frankfurt,de Bundesliga,25.0,2000.0,22,15,1336,14.8,13,1,14,9,4,4,1,0,41,21,12,15,2,5,1,4,0,51.2,0.22,0.43,1.36,1.21,2.36,,,,,,,,,,,,,,,FW,,False,Forward,True,True,False,0.875748502994012,0.06736526946107785,0.9431137724550898,0.6062874251497006,0.2694610778443114,0.2694610778443114,0.06736526946107785,0.0,2.7619760479041915,1.4146706586826348,0.8083832335329341,1.0104790419161678,0.1347305389221557,0.33682634730538924,0.06736526946107785,0.2694610778443114,0.0
