Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Fls,Fld,Off,Crs,Int,TklW,OG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Primary_Position,Secondary_Position,Is_Multi_Position,Position_Group,Eligible_450,Eligible_900,Eligible_1350,Gls_per90_calc,Ast_per90_calc,G-PK_per90_calc,CrdY_per90_calc,CrdR_per90_calc,Sh_per90_calc,SoT_per90_calc,Fls_per90_calc,Fld_per90_calc,Off_per90_calc,Crs_per90_calc,Int_per90_calc,TklW_per90_calc,OG_per90_calc
Cristian Volpato,it ITA,FW,Sassuolo,it Serie A,21.0,2003.0,24,11,1064,11.8,2,4,6,2,0,0,4,0,0.51,21,7,33.3,1.78,0.59,0.1,0.29,44,31.1,70.0,0,13,23.0,8,1.33,19,14,5,0.42,0.77,19,11,0,49,6,11,0,,,,,,,,,,,,,,,FW,,False,Forward,True,True,False,0.16917293233082706,0.3383458646616541,0.16917293233082706,0.3383458646616541,0.0,1.776315789473684,0.5921052631578947,1.607142857142857,0.9304511278195489,0.0,4.144736842105263,0.5075187969924811,0.9304511278195489,0.0
Alexis Vossah,fr FRA,MF,Toulouse,fr Ligue 1,17.0,2008.0,23,12,1092,12.1,1,1,2,1,0,0,5,1,0.16,9,2,22.2,0.74,0.16,0.11,0.5,47,35.7,73.0,2,11,20.0,7,1.39,22,15,7,0.58,0.85,18,10,0,6,7,7,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,False,0.08241758241758242,0.08241758241758242,0.08241758241758242,0.4120879120879121,0.08241758241758242,0.7417582417582418,0.16483516483516483,1.4835164835164836,0.8241758241758242,0.0,0.4945054945054945,0.5769230769230769,0.5769230769230769,0.0
Aster Vranckx,be BEL,MF,Sassuolo,it Serie A,22.0,2002.0,16,9,690,7.7,0,0,0,0,0,0,2,0,0.0,3,1,33.3,0.39,0.13,0.0,0.0,43,20.2,63.0,0,7,18.0,15,0.94,4,9,-5,-0.65,-0.69,16,17,1,5,0,9,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,False,False,0.0,0.0,0.0,0.2608695652173913,0.0,0.391304347826087,0.13043478260869565,2.0869565217391304,2.217391304347826,0.13043478260869565,0.6521739130434783,0.0,1.1739130434782608,0.0
Stefan de Vrij,nl NED,DF,Inter,it Serie A,33.0,1992.0,11,8,670,7.4,0,0,0,0,0,0,1,0,0.0,6,2,33.3,0.81,0.27,0.0,0.0,61,19.6,82.0,5,3,5.0,27,2.45,19,8,11,1.48,0.07,5,5,0,0,7,12,0,,,,,,,,,,,,,,,DF,,False,Defender,True,False,False,0.0,0.0,0.0,0.13432835820895522,0.0,0.8059701492537313,0.26865671641791045,0.6716417910447761,0.6716417910447761,0.0,0.0,0.9402985074626866,1.6119402985074627,0.0
İsak Vural,tr TUR,MF,Pisa,it Serie A,19.0,2006.0,15,9,752,8.4,0,0,0,0,0,0,4,0,0.0,6,1,16.7,0.72,0.12,0.0,0.0,50,22.0,70.0,2,6,20.0,6,0.53,6,16,-10,-1.2,-0.02,16,33,1,5,2,7,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,False,False,0.0,0.0,0.0,0.4787234042553191,0.0,0.7180851063829786,0.11968085106382978,1.9148936170212765,3.9494680851063833,0.11968085106382978,0.598404255319149,0.23936170212765956,0.8377659574468085,0.0
Luka Vušković,hr CRO,DF,Hamburger SV,de Bundesliga,18.0,2007.0,28,27,2442,27.1,6,0,6,5,1,1,6,0,0.18,32,10,31.3,1.18,0.37,0.16,0.5,87,79.8,90.0,26,1,13.0,1,1.29,35,41,-6,-0.22,0.94,29,32,1,2,40,17,0,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.22113022113022113,0.0,0.18427518427518427,0.22113022113022113,0.0,1.1793611793611793,0.36855036855036855,1.0687960687960687,1.1793611793611793,0.036855036855036855,0.07371007371007371,1.4742014742014742,0.6265356265356266,0.0
Yannik Wagner,de GER,FW,Heidenheim,de Bundesliga,18.0,2007.0,4,0,49,0.5,0,0,0,0,0,0,0,0,0.0,1,0,0.0,1.84,0.0,0.0,,12,1.6,,0,4,12.0,5,0.75,3,0,3,5.51,6.53,0,0,0,2,0,0,0,,,,,,,,,,,,,,,FW,,False,Forward,False,False,False,0.0,0.0,0.0,0.0,0.0,1.8367346938775508,0.0,0.0,0.0,0.0,3.6734693877551017,0.0,0.0,0.0
Elye Wahi,ci CIV,FW,Nice,fr Ligue 1,22.0,2003.0,14,11,922,10.2,5,1,6,4,1,1,5,0,0.49,23,15,65.2,2.25,1.46,0.17,0.27,66,30.1,76.0,2,3,30.0,0,0.93,11,15,-4,-0.39,0.41,21,5,20,9,2,4,0,,,,,,,,,,,,,,,FW,,False,Forward,True,True,False,0.4880694143167028,0.09761388286334056,0.39045553145336226,0.4880694143167028,0.0,2.245119305856833,1.4642082429501084,2.049891540130152,0.4880694143167028,1.9522776572668112,0.8785249457700651,0.19522776572668113,0.39045553145336226,0.0
Elye Wahi,ci CIV,FW,Eintracht Frankfurt,de Bundesliga,22.0,2003.0,10,3,324,3.6,0,1,1,0,0,0,1,0,0.28,7,3,42.9,1.94,0.83,0.0,0.0,32,10.6,75.0,0,7,14.0,2,1.9,7,13,-6,-1.67,-1.73,2,4,4,5,0,1,0,,,,,,,,,,,,,,,FW,,False,Forward,False,False,False,0.0,0.2777777777777778,0.0,0.2777777777777778,0.0,1.9444444444444444,0.8333333333333333,0.5555555555555556,1.1111111111111112,1.1111111111111112,1.3888888888888888,0.0,0.2777777777777778,0.0
Hauke Wahl,de GER,DF,St Pauli,de Bundesliga,31.0,1994.0,30,29,2592,28.8,2,1,3,2,0,0,1,0,0.1,10,4,40.0,0.35,0.14,0.2,0.5,86,84.7,88.0,28,1,27.0,0,0.77,25,47,-22,-0.76,0.97,11,13,4,12,31,32,0,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.06944444444444445,0.034722222222222224,0.06944444444444445,0.034722222222222224,0.0,0.3472222222222222,0.1388888888888889,0.3819444444444444,0.45138888888888884,0.1388888888888889,0.41666666666666663,1.0763888888888888,1.1111111111111112,0.0
Luca Waldschmidt,de GER,"FW,MF",Köln,de Bundesliga,29.0,1996.0,24,7,677,7.5,5,4,9,3,2,2,1,0,0.93,26,13,50.0,3.46,1.73,0.12,0.23,28,22.1,60.0,0,17,15.0,8,0.75,17,10,7,0.93,1.72,9,6,2,22,4,3,0,,,,,,,,,,,,,,,FW,MF,True,Forward,True,False,False,0.6646971935007385,0.5317577548005908,0.39881831610044316,0.1329394387001477,0.0,3.4564254062038406,1.7282127031019203,1.1964549483013294,0.7976366322008863,0.2658788774002954,2.9246676514032495,0.5317577548005908,0.39881831610044316,0.0
Kyle Walker,eng ENG,"DF,MF",Burnley,eng Premier League,35.0,1990.0,36,35,3096,34.4,0,2,2,0,0,0,9,0,0.06,4,0,0.0,0.12,0.0,0.0,,86,90.5,88.0,32,1,9.0,1,0.61,31,66,-35,-1.02,-0.46,32,22,1,37,43,32,0,,,,,,,,,,,,,,,DF,MF,True,Defender,True,True,True,0.0,0.05813953488372093,0.0,0.2616279069767442,0.0,0.11627906976744186,0.0,0.9302325581395349,0.6395348837209303,0.029069767441860465,1.0755813953488371,1.25,0.9302325581395349,0.0
Kyle Walker-Peters,eng ENG,DF,West Ham United,eng Premier League,28.0,1997.0,23,15,1383,15.4,1,0,1,1,0,0,2,0,0.07,5,3,60.0,0.33,0.2,0.2,0.33,60,40.4,85.0,12,8,14.0,15,1.13,20,25,-5,-0.33,0.29,12,25,1,20,9,30,0,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0650759219088937,0.0,0.0650759219088937,0.1301518438177874,0.0,0.32537960954446854,0.19522776572668113,0.7809110629067245,1.6268980477223427,0.0650759219088937,1.3015184381778742,0.5856832971800434,1.9522776572668112,0.0
Sebastian Walukiewicz,pl POL,DF,Sassuolo,it Serie A,25.0,2000.0,34,33,2852,31.7,0,1,1,0,0,0,7,0,0.03,7,0,0.0,0.22,0.0,0.0,,84,83.4,86.0,27,1,22.0,0,1.35,37,40,-3,-0.09,0.06,35,13,1,45,23,34,0,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.03155680224403927,0.0,0.22089761570827487,0.0,0.22089761570827487,0.0,1.1044880785413744,0.4102384291725105,0.03155680224403927,1.4200561009817672,0.7258064516129032,1.072931276297335,0.0
Aaron Wan-Bissaka,cd COD,"DF,MF",West Ham United,eng Premier League,27.0,1997.0,25,23,2081,23.1,0,2,2,0,0,0,4,0,0.09,0,0,,0.0,0.0,,,83,60.8,87.0,19,2,36.0,5,0.96,27,43,-16,-0.69,-0.49,23,12,1,43,41,24,0,,,,,,,,,,,,,,,DF,MF,True,Defender,True,True,True,0.0,0.08649687650168189,0.0,0.17299375300336378,0.0,0.0,0.0,0.9947140797693417,0.5189812590100913,0.043248438250840945,1.8596828447861604,1.7731859682844786,1.0379625180201826,0.0
James Ward-Prowse,eng ENG,MF,West Ham United,eng Premier League,30.0,1994.0,5,5,413,4.6,0,0,0,0,0,0,0,0,0.0,2,0,0.0,0.44,0.0,0.0,,83,12.1,83.0,2,0,,1,0.6,2,11,-9,-1.96,-1.66,4,2,0,22,6,2,0,,,,,,,,,,,,,,,MF,,False,Midfielder,False,False,False,0.0,0.0,0.0,0.0,0.0,0.4358353510895884,0.0,0.8716707021791767,0.4358353510895884,0.0,4.7941888619854724,1.3075060532687652,0.4358353510895884,0.0
James Ward-Prowse,eng ENG,MF,Burnley,eng Premier League,30.0,1994.0,13,7,684,7.6,0,1,1,0,0,0,1,0,0.13,3,2,66.7,0.39,0.26,0.0,0.0,53,20.0,82.0,4,6,18.0,1,0.54,6,16,-10,-1.32,-0.43,4,11,0,52,15,4,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,False,False,0.0,0.13157894736842105,0.0,0.13157894736842105,0.0,0.39473684210526316,0.2631578947368421,0.5263157894736842,1.4473684210526314,0.0,6.842105263157895,1.9736842105263157,0.5263157894736842,0.0
Ollie Watkins,eng ENG,FW,Aston Villa,eng Premier League,29.0,1995.0,37,33,2839,31.5,16,3,19,16,0,0,4,0,0.6,83,38,45.8,2.63,1.2,0.19,0.42,77,83.0,82.0,13,4,33.0,0,1.76,48,38,10,0.32,0.78,35,32,25,7,5,14,0,,,,,,,,,,,,,,,FW,,False,Forward,True,True,True,0.5072208524128214,0.095103909827404,0.5072208524128214,0.12680521310320536,0.0,2.6312081718915112,1.204649524480451,1.1095456146530467,1.0144417048256429,0.7925325818950334,0.22190912293060938,0.15850651637900667,0.44381824586121876,0.0
Tom Watson,eng ENG,MF,Brighton,eng Premier League,19.0,2006.0,6,0,62,0.7,0,0,0,0,0,0,1,0,0.0,1,1,100.0,1.45,1.45,0.0,0.0,10,1.8,,0,6,10.0,5,1.33,2,2,0,0.0,-0.16,3,0,0,0,0,1,0,,,,,,,,,,,,,,,MF,,False,Midfielder,False,False,False,0.0,0.0,0.0,1.4516129032258065,0.0,1.4516129032258065,1.4516129032258065,4.354838709677419,0.0,0.0,0.0,0.0,1.4516129032258065,0.0
Timothy Weah,us USA,"MF,DF",Marseille,fr Ligue 1,25.0,2000.0,29,26,2253,25.0,2,2,4,2,0,0,5,0,0.16,29,10,34.5,1.16,0.4,0.07,0.2,78,73.6,82.0,15,3,37.0,1,1.69,47,34,13,0.52,-0.04,32,18,1,62,15,35,0,,,,,,,,,,,,,,,MF,DF,True,Midfielder,True,True,True,0.07989347536617843,0.07989347536617843,0.07989347536617843,0.1997336884154461,0.0,1.158455392809587,0.3994673768308922,1.2782956058588548,0.7190412782956058,0.03994673768308921,2.4766977363515315,0.5992010652463382,1.3981358189081226,0.0
Tobias Weigel,de GER,FW,Heidenheim,de Bundesliga,18.0,2007.0,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0,0,,0.0,0.0,,,2,0.1,,0,1,2.0,1,0.0,0,0,0,0.0,0.91,0,0,0,0,0,0,0,,,,,,,,,,,,,,,FW,,False,Forward,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nelson Weiper,de GER,FW,Mainz 05,de Bundesliga,20.0,2005.0,24,3,558,6.2,0,0,0,0,0,0,1,0,0.0,13,6,46.2,2.1,0.97,0.0,0.0,23,18.2,83.0,2,21,15.0,4,1.04,4,12,-8,-1.29,-1.25,6,3,6,6,3,2,0,,,,,,,,,,,,,,,FW,,False,Forward,True,False,False,0.0,0.0,0.0,0.16129032258064516,0.0,2.096774193548387,0.967741935483871,0.967741935483871,0.4838709677419355,0.967741935483871,0.967741935483871,0.4838709677419355,0.3225806451612903,0.0
Max Weiß,de GER,GK,Burnley,eng Premier League,21.0,2004.0,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0,0,,0.0,0.0,,,90,7.9,90.0,3,0,,35,0.67,3,4,-1,-0.33,0.7,0,0,0,0,0,0,0,4.0,1.33,13.0,10.0,76.9,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,GK,,False,Goalkeeper,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Welbeck,eng ENG,FW,Brighton,eng Premier League,34.0,1990.0,37,26,2258,25.1,13,1,14,12,1,3,5,0,0.52,56,28,50.0,2.23,1.12,0.21,0.43,61,66.0,79.0,7,11,18.0,0,1.41,33,28,5,0.2,0.12,31,10,5,3,8,14,0,,,,,,,,,,,,,,,FW,,False,Forward,True,True,True,0.5181576616474757,0.03985828166519043,0.47829937998228517,0.19929140832595219,0.0,2.2320637732506645,1.1160318866253323,1.2356067316209034,0.39858281665190437,0.19929140832595219,0.11957484499557129,0.31886625332152346,0.5580159433126661,0.0
Timo Werner,de GER,"FW,MF",RB Leipzig,de Bundesliga,29.0,1996.0,3,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0,0,,0.0,0.0,,,5,0.5,,0,3,5.0,1,1.0,0,2,-2,-12.86,-13.48,0,0,1,2,0,0,0,,,,,,,,,,,,,,,FW,MF,True,Forward,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.428571428571428,12.857142857142856,0.0,0.0,0.0
Wesley,br BRA,MF,Real Sociedad,es La Liga,20.0,2005.0,5,1,88,1.0,0,0,0,0,0,0,0,0,0.0,1,0,0.0,1.02,0.0,0.0,,18,2.6,45.0,0,4,11.0,11,0.8,1,4,-3,-3.07,-3.1,3,1,0,3,0,0,0,,,,,,,,,,,,,,,MF,,False,Midfielder,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0227272727272727,0.0,3.068181818181818,1.0227272727272727,0.0,3.068181818181818,0.0,0.0,0.0
Wesley,br BRA,MF,Roma,it Serie A,21.0,2003.0,30,28,2448,27.2,5,0,5,5,0,0,7,2,0.18,25,13,52.0,0.92,0.48,0.2,0.38,82,71.6,85.0,17,2,37.0,0,2.0,47,17,30,1.1,1.29,36,57,2,95,23,40,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.18382352941176472,0.0,0.18382352941176472,0.25735294117647056,0.07352941176470588,0.9191176470588236,0.47794117647058826,1.3235294117647058,2.0955882352941178,0.07352941176470588,3.4926470588235294,0.8455882352941176,1.4705882352941178,0.0
Adam Wharton,eng ENG,MF,Crystal Palace,eng Premier League,21.0,2004.0,34,29,2552,28.4,1,5,6,1,0,0,6,1,0.21,32,6,18.8,1.13,0.21,0.03,0.17,75,74.6,83.0,15,5,30.0,0,1.15,33,43,-10,-0.35,-0.35,35,31,0,86,27,36,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.03526645768025078,0.1763322884012539,0.03526645768025078,0.21159874608150472,0.03526645768025078,1.128526645768025,0.21159874608150472,1.2343260188087775,1.0932601880877741,0.0,3.0329153605015677,0.9521943573667712,1.2695924764890283,0.0
Ben White,eng ENG,DF,Arsenal,eng Premier League,27.0,1997.0,12,9,702,7.8,0,1,1,0,0,0,0,0,0.13,5,1,20.0,0.64,0.13,0.0,0.0,59,20.5,72.0,4,3,19.0,17,1.83,10,6,4,0.51,-0.81,5,6,3,16,9,9,0,,,,,,,,,,,,,,,DF,,False,Defender,True,False,False,0.0,0.12820512820512822,0.0,0.0,0.0,0.6410256410256411,0.12820512820512822,0.6410256410256411,0.7692307692307693,0.38461538461538464,2.0512820512820515,1.1538461538461537,1.1538461538461537,0.0
Silvan Widmer,ch SUI,MF,Mainz 05,de Bundesliga,32.0,1993.0,27,22,1810,20.1,2,1,3,2,0,0,5,0,0.15,20,4,20.0,0.99,0.2,0.1,0.5,67,59.2,78.0,6,5,19.0,5,1.37,29,26,3,0.15,1.01,15,11,4,37,18,27,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.0994475138121547,0.04972375690607735,0.0994475138121547,0.24861878453038672,0.0,0.9944751381215469,0.1988950276243094,0.7458563535911602,0.5469613259668509,0.1988950276243094,1.839779005524862,0.8950276243093922,1.3425414364640884,0.0
Mats Wieffer,nl NED,DF,Brighton,eng Premier League,25.0,1999.0,26,23,1903,21.1,2,3,5,2,0,0,8,0,0.24,18,6,33.3,0.85,0.28,0.11,0.33,73,55.6,79.0,14,3,29.0,0,1.54,31,26,5,0.24,0.18,30,22,2,17,24,43,0,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.09458749343142406,0.1418812401471361,0.09458749343142406,0.37834997372569623,0.0,0.8512874408828167,0.2837624802942722,1.4188124014713608,1.0404624277456647,0.09458749343142406,0.8039936941671046,1.1350499211770888,2.0336311087756176,0.0
Iñaki Williams,gh GHA,"MF,FW",Athletic Club,es La Liga,31.0,1994.0,30,25,2157,24.0,3,6,9,2,1,1,2,0,0.33,57,20,35.1,2.38,0.83,0.04,0.1,72,63.1,78.0,10,5,39.0,0,1.2,25,34,-9,-0.38,0.05,28,23,10,67,8,9,0,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,True,0.12517385257301808,0.25034770514603616,0.08344923504867871,0.08344923504867871,0.0,2.3783031988873433,0.8344923504867873,1.1682892906815021,0.9596662030598053,0.41724617524339364,2.7955493741307373,0.33379694019471484,0.37552155771905427,0.0
Neco Williams,wls WAL,DF,Nottingham Forest,eng Premier League,24.0,2001.0,37,36,3204,35.6,2,3,5,2,0,0,6,1,0.14,46,19,41.3,1.29,0.53,0.04,0.11,87,93.7,88.0,33,1,46.0,0,1.19,45,47,-2,-0.06,0.36,29,52,4,143,46,61,0,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.056179775280898875,0.08426966292134831,0.056179775280898875,0.16853932584269662,0.028089887640449437,1.2921348314606742,0.5337078651685393,0.8146067415730337,1.460674157303371,0.11235955056179775,4.01685393258427,1.2921348314606742,1.7134831460674158,0.0
Nico Williams,es ESP,MF,Athletic Club,es La Liga,23.0,2002.0,25,20,1674,18.6,6,3,9,5,1,2,2,0,0.43,46,16,34.8,2.47,0.86,0.11,0.31,67,48.9,74.0,2,5,40.0,0,1.32,24,27,-3,-0.16,0.46,26,29,7,76,7,9,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.3225806451612903,0.16129032258064516,0.2688172043010753,0.1075268817204301,0.0,2.4731182795698925,0.8602150537634408,1.3978494623655913,1.5591397849462365,0.3763440860215054,4.086021505376344,0.3763440860215054,0.4838709677419355,0.0
Estêvão Willian,br BRA,MF,Chelsea,eng Premier League,18.0,2007.0,22,12,848,9.4,2,2,4,2,0,0,4,0,0.42,28,8,28.6,2.97,0.85,0.07,0.25,39,24.8,54.0,0,10,20.0,3,1.36,19,11,8,0.85,0.92,12,9,6,16,4,6,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,False,False,0.2122641509433962,0.2122641509433962,0.2122641509433962,0.4245283018867924,0.0,2.9716981132075473,0.8490566037735848,1.2735849056603774,0.955188679245283,0.6367924528301887,1.6981132075471697,0.4245283018867924,0.6367924528301887,0.0
Joe Willock,eng ENG,MF,Newcastle United,eng Premier League,25.0,1999.0,24,10,983,10.9,0,2,2,0,0,0,3,0,0.18,17,6,35.3,1.56,0.55,0.0,0.0,41,28.7,70.0,1,14,20.0,13,1.46,13,18,-5,-0.46,-0.57,16,11,2,16,7,15,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,False,0.0,0.18311291963377416,0.0,0.2746693794506612,0.0,1.5564598168870805,0.5493387589013224,1.4649033570701933,1.007121057985758,0.18311291963377416,1.4649033570701933,0.6408952187182095,1.3733468972533063,0.0
Callum Wilson,eng ENG,FW,West Ham United,eng Premier League,33.0,1992.0,32,11,1251,13.9,7,1,8,7,0,0,1,0,0.58,38,16,42.1,2.73,1.15,0.18,0.44,39,36.6,69.0,2,21,23.0,5,1.16,23,24,-1,-0.07,0.67,12,14,9,5,3,2,0,,,,,,,,,,,,,,,FW,,False,Forward,True,True,False,0.5035971223021583,0.07194244604316546,0.5035971223021583,0.07194244604316546,0.0,2.7338129496402876,1.1510791366906474,0.8633093525179856,1.0071942446043165,0.6474820143884893,0.3597122302158273,0.2158273381294964,0.14388489208633093,0.0
Harry Wilson,wls WAL,MF,Fulham,eng Premier League,28.0,1997.0,36,32,2673,29.7,10,7,17,10,0,0,7,0,0.57,78,25,32.1,2.63,0.84,0.13,0.4,74,78.2,81.0,8,4,23.0,0,1.44,40,38,2,0.07,0.79,13,37,13,115,16,19,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.33670033670033667,0.23569023569023567,0.33670033670033667,0.23569023569023567,0.0,2.6262626262626263,0.8417508417508418,0.43771043771043777,1.2457912457912457,0.43771043771043777,3.872053872053872,0.5387205387205387,0.6397306397306397,0.0
Patrick Wimmer,at AUT,MF,Wolfsburg,de Bundesliga,24.0,2001.0,25,21,1621,18.0,4,3,7,4,0,0,4,0,0.39,24,8,33.3,1.33,0.44,0.17,0.5,65,53.0,73.0,3,4,24.0,0,1.0,27,32,-5,-0.28,0.91,28,33,2,25,23,20,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.22208513263417645,0.16656384947563233,0.22208513263417645,0.22208513263417645,0.0,1.3325107958050586,0.4441702652683529,1.554595928439235,1.8322023442319557,0.11104256631708823,1.3880320789636027,1.2769895126465145,1.1104256631708822,0.0
Jonas Wind,dk DEN,FW,Wolfsburg,de Bundesliga,26.0,1999.0,11,5,481,5.3,1,0,1,1,0,0,1,0,0.19,9,6,66.7,1.68,1.12,0.11,0.17,44,15.7,75.0,1,6,17.0,2,0.45,5,13,-8,-1.5,-0.94,2,14,2,0,0,0,0,,,,,,,,,,,,,,,FW,,False,Forward,True,False,False,0.18711018711018712,0.0,0.18711018711018712,0.18711018711018712,0.0,1.683991683991684,1.1226611226611227,0.37422037422037424,2.61954261954262,0.37422037422037424,0.0,0.0,0.0,0.0
Ben Winterburn,eng ENG,MF,Bournemouth,eng Premier League,20.0,2004.0,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0,0,,0.0,0.0,,,7,0.2,,0,1,7.0,0,0.0,0,2,-2,-25.71,-25.87,0,0,0,0,0,0,0,,,,,,,,,,,,,,,MF,,False,Midfielder,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florian Wirtz,de GER,MF,Liverpool,eng Premier League,22.0,2003.0,33,27,2378,26.4,5,3,8,5,0,0,1,0,0.3,51,18,35.3,1.93,0.68,0.1,0.28,72,69.5,82.0,9,6,27.0,0,1.61,38,32,6,0.23,-0.12,22,19,2,32,12,26,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.18923465096719932,0.1135407905803196,0.18923465096719932,0.03784693019343986,0.0,1.930193439865433,0.6812447434819175,0.8326324642556769,0.7190916736753574,0.07569386038687972,1.2111017661900756,0.4541631623212784,0.9840201850294364,0.0
Yoane Wissa,cd COD,FW,Newcastle United,eng Premier League,28.0,1996.0,19,4,531,5.9,1,0,1,1,0,0,3,0,0.17,13,5,38.5,2.2,0.85,0.08,0.2,28,15.5,70.0,0,15,17.0,4,1.11,10,11,-1,-0.17,-0.14,6,2,4,1,0,5,0,,,,,,,,,,,,,,,FW,,False,Forward,True,False,False,0.1694915254237288,0.0,0.1694915254237288,0.5084745762711864,0.0,2.2033898305084745,0.847457627118644,1.0169491525423728,0.3389830508474576,0.6779661016949152,0.1694915254237288,0.0,0.847457627118644,0.0
Axel Witsel,be BEL,MF,Girona,es La Liga,36.0,1989.0,32,30,2526,28.1,1,2,3,1,0,0,2,1,0.11,20,5,25.0,0.71,0.18,0.05,0.2,79,73.9,82.0,21,2,28.0,1,1.03,31,41,-10,-0.36,0.25,34,37,1,1,30,24,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.035629453681710214,0.07125890736342043,0.035629453681710214,0.07125890736342043,0.035629453681710214,0.7125890736342042,0.17814726840855105,1.211401425178147,1.3182897862232779,0.035629453681710214,0.035629453681710214,1.0688836104513064,0.8551068883610452,0.0
Maximilian Wöber,at AUT,DF,Werder Bremen,de Bundesliga,27.0,1998.0,2,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0,0,,0.0,0.0,,,19,1.2,,0,2,19.0,3,0.5,0,0,0,0.0,0.68,1,0,0,1,2,1,0,,,,,,,,,,,,,,,DF,,False,Defender,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4324324324324325,0.0,0.0,2.4324324324324325,4.864864864864865,2.4324324324324325,0.0
Marius Wolf,de GER,MF,Augsburg,de Bundesliga,30.0,1995.0,29,12,1019,11.3,1,1,2,1,0,0,4,0,0.18,14,5,35.7,1.24,0.44,0.07,0.2,35,33.3,64.0,1,17,15.0,4,1.17,17,19,-2,-0.18,0.44,10,2,11,43,13,10,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,False,0.08832188420019627,0.08832188420019627,0.08832188420019627,0.35328753680078506,0.0,1.2365063788027477,0.4416094210009814,0.8832188420019628,0.17664376840039253,0.971540726202159,3.7978410206084394,1.1481844946025515,0.8832188420019628,0.0
Nick Woltemade,de GER,MF,Stuttgart,de Bundesliga,23.0,2002.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0,0,,0.0,0.0,,,90,2.9,90.0,1,0,,0,0.0,1,2,-1,-1.0,-1.7,1,3,1,0,0,0,0,,,,,,,,,,,,,,,MF,,False,Midfielder,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0
Nick Woltemade,de GER,"FW,MF",Newcastle United,eng Premier League,23.0,2002.0,33,24,1902,21.1,8,3,11,7,1,1,0,0,0.47,32,13,40.6,1.51,0.62,0.22,0.54,58,55.6,73.0,3,9,16.0,1,1.24,31,29,2,0.09,0.33,20,20,8,3,5,13,1,,,,,,,,,,,,,,,FW,MF,True,Forward,True,True,True,0.3785488958990536,0.14195583596214512,0.3312302839116719,0.0,0.0,1.5141955835962144,0.6151419558359621,0.9463722397476341,0.9463722397476341,0.3785488958990536,0.14195583596214512,0.23659305993690852,0.6151419558359621,0.0473186119873817
